"denominazione","Stato","codice.Istat","media","diff","TITOLO_DI_STUDIO","SESSO","PARTITO_LISTA_COALIZIONE","nord","eta_sindaco","grado.di.autonomia.impositiva","grado.di.dipendenza.da.contributi.e.trasferimenti.correnti","grado.di.finanziamento.interno","grado.di.autonomia.finanziaria","rigidit√..della.spesa","incidenza.spese.personale.su.spese.correnti","grado.di.dipendenza.da.finanziamento.esterno","incidenza.spese.personale.su.entrate..correnti","spese.per.rimborso.prestiti.in.relazione.alle.entrate.correnti","indice.di.consistenza.iniziale.dei.residui.passivi","capacit√..di.spesa"
"Scido","0",80084,931,-96,"4","1","LISTA CIVICA: NUOVO ORIZZONTE SCIDESE","0",54,0.509090909090909,0.395,0.0982222222222222,0.352777777777778,0.494909090909091,0.437666666666667,NA,0.399555555555556,0.0799090909090909,NA,NA
"Scilla","0",80085,4957.5,-293,"3","1","LISTA CIVICA: NOI PER SCILLA","0",60,0.553444444444444,0.230714285714286,0.130714285714286,0.361857142857143,0.606888888888889,0.307428571428571,0.139285714285714,0.286428571428571,0.329111111111111,1.91342857142857,NA
"Seminara","0",80086,2726,-186,"3","1","LISTA CIVICA: NUOVI ORIZZONTI PER SEMINARA","0",44,0.520909090909091,0.351,0.0937777777777778,0.429888888888889,0.382545454545455,0.308777777777778,0.0148888888888889,0.265888888888889,0.106090909090909,1.54844444444444,NA
"Serrata","0",80087,849.5,-93,"4","1","LISTA CIVICA: INSIEME PER IL FUTURO","0",49,0.563727272727273,0.337333333333333,0.114888888888889,0.375333333333333,0.431454545454545,0.362666666666667,NA,0.331333333333333,0.0933636363636364,NA,NA
"Siderno","0",80088,17121.5,443,"4","1","LISTA CIVICA: SIDERNO LIBERA | PARTITO DEMOCRATICO | LISTA CIVICA: FATTORE COMUNE | CENTRO DEMOCRATICO","0",74,0.478444444444444,0.32275,0.1385,0.42875,0.468,0.2615,0.07475,0.407625,0.0794444444444444,2.098625,NA
"Sinopoli","0",80089,2067.5,-151,"4","1","LISTA CIVICA: PER SINOPOLI","0",57,0.573636363636364,0.321333333333333,0.0836666666666667,0.392,0.508272727272727,0.395666666666667,0.150666666666667,0.354555555555556,0.156,1.597,NA
"Staiti","0",80090,248,-58,"4","0","LISTA CIVICA: IL FUTURO E' NELLE RADICI","0",38,NA,0.428888888888889,0.0601111111111111,NA,0.445727272727273,0.414333333333333,0.0591111111111111,0.363333333333333,0.0512727272727273,3.41222222222222,NA
"Stignano","0",80091,1324.5,-29,"3","1","LISTA CIVICA: STIGNANO AL CENTRO","0",54,0.4394,0.359,0.13825,0.3965,0.3516,0.34625,0.143,NA,0.0344,1.95425,NA
"Stilo","0",80092,2598,-170,"3","1","LISTA CIVICA: INSIEME PER STILO","0",62,0.492090909090909,0.398111111111111,0.0957777777777778,0.407333333333333,NA,0.315,0.0646666666666667,0.277222222222222,0.100090909090909,2.06955555555556,NA
"Terranova sappo minulio","0",80094,522,-42,"4","1","LISTA CIVICA: PROGETTO PER TERRANOVA SAPPO MINULIO","0",35,NA,0.429,0.0415555555555556,NA,0.466636363636364,NA,0.0613333333333333,0.349444444444444,0.0979090909090909,1.54144444444444,NA
"Varapodio","0",80095,2144,-156,"4","1","LISTA CIVICA: PER VARAPODIO","0",52,0.499818181818182,0.349666666666667,0.116777777777778,0.404777777777778,0.479363636363636,0.385222222222222,0.0798888888888889,0.347,0.143545454545455,0.733333333333333,NA
"Villa san giovanni","0",80096,13374.5,-77,"4","1","LISTA CIVICA: LEALI PER VILLA","0",47,0.513636363636364,0.250333333333333,0.170222222222222,0.526,0.382363636363636,0.319111111111111,0.064,0.299888888888889,0.0871818181818182,1.01166666666667,NA
"San ferdinando","0",80097,4641.5,703,"4","1",NA,"0",65,0.586272727272727,0.255444444444444,0.151777777777778,NA,0.276909090909091,0.275222222222222,0.100111111111111,0.222,0.0603636363636364,1.46544444444444,NA
"Belvedere di spinello","0",101001,2233,-190,"4","1","LISTA CIVICA: UNITI PER BELVEDERE SPINELLO","0",44,NA,0.283625,0.146625,0.485375,0.4924,0.380625,0.07575,0.34675,0.1372,1.70225,0.6276
"Caccuri","0",101002,1643.5,-95,"4","0","LISTA CIVICA: NUOVI ORIZZONTI","0",42,0.4671,0.208625,0.264125,0.572375,NA,0.3285,0.068625,0.300625,0.0771,NA,0.65
"Carfizzi","0",101003,665.5,-157,"3","1","LISTA CIVICA: INSIEME PER CARFIZZI","0",60,0.3987,NA,0.05225,0.231125,0.5408,0.503125,0.1,0.495125,0.0758,0.766625,0.6176
"Casabona","0",101004,2686.5,-311,"3","1",NA,"0",59,0.6733,0.276375,0.05425,0.365125,NA,0.33175,0.050125,0.295,0.0957,0.934625,0.5158
"Castelsilano","0",101005,991,-88,"3","1","LISTA CIVICA: LIBERI","0",54,NA,0.289125,0.058,0.266,1.3452,0.5225,0.40725,0.4795,0.871,1.18375,0.7672
"Cerenzia","0",101006,1136.5,-147,"4","0","LISTA CIVICA: RINASCITA PER CERENZIA","0",53,0.509545454545455,0.385222222222222,0.0731111111111111,0.359666666666667,NA,0.331,0.0462222222222222,0.316,0.0322727272727273,1.42244444444444,0.549636363636364
"Cotronei","0",101009,5429,-38,"4","1","LISTA CIVICA: COTRONEI IN MOVIMENTO","0",49,0.530363636363636,0.247222222222222,0.150111111111111,0.431888888888889,0.694090909090909,0.310333333333333,0.236888888888889,0.292333333333333,0.404454545454545,0.908222222222222,0.709545454545455
"Crotone","0",101010,60892.5,4147,NA,"1","NUOVO CDU-UNIONE DI CENTRO","0",55,0.618818181818182,0.298,0.0934444444444444,0.539666666666667,0.269,0.280222222222222,NA,0.240888888888889,0.0303636363636364,1.85666666666667,0.663727272727273
"Isola di capo rizzuto","0",101013,16709,1690,NA,NA,NA,NA,NA,0.507090909090909,0.291111111111111,NA,0.498111111111111,0.311181818181818,NA,0.0825555555555555,0.187888888888889,0.130181818181818,1.20444444444444,0.504818181818182
"Melissa","0",101014,3454,-128,"3","1",NA,"0",55,0.4604,0.298625,0.132,0.392375,0.3728,0.30425,0.063125,0.28225,0.0947,1.698875,0.5725
"Mesoraca","0",101015,6461.5,-467,"3","1","LISTA CIVICA: MESORACA NEL CUORE DUE","0",59,0.5573,0.317375,0.128625,0.49575,0.4068,0.39525,0,0.358875,0.0413,0.869375,0.7058
"Pallagorio","0",101016,1220.5,-197,"4","1","LISTA CIVICA: PER PALLAGORIO","0",46,NA,0.336666666666667,0.0973333333333333,0.325444444444444,0.732181818181818,0.468222222222222,0.226,0.417,0.292636363636364,NA,0.523454545454546
"Petilia policastro","0",101017,9125.5,-261,"3","1","LISTA CIVICA: BUONGIORNO PETILIA","0",65,0.6034,0.241875,0.096625,0.4095,0.7799,0.397,0.27225,0.356375,0.4399,1.293375,0.7106
"Roccabernarda","0",101018,3339,-234,"4","1",NA,"0",47,0.495,0.379833333333333,0.0781666666666667,0.327666666666667,0.7105,0.416166666666667,0.188666666666667,0.346833333333333,0.351875,1.78316666666667,0.58525
"San mauro marchesato","0",101020,2117.5,-115,"4","1",NA,"0",56,0.618,NA,0.0607142857142857,0.478,0.450333333333333,0.371285714285714,0.0358571428571429,0.336571428571429,0.113555555555556,0.892857142857143,NA
"San nicola dellalto","0",101021,830,-132,"4","1","PARTITO DEMOCRATICO","0",57,0.1598,0.704375,0.06075,0.141375,0.659,NA,0.110125,0.37775,0.2943,0.7395,NA
"Santa severina","0",101022,2134,-260,"4","1","LISTA CIVICA: RINASCITA","0",59,0.359,0.487875,0.06325,0.270625,0.4624,0.348125,0.038125,0.307,0.1421,2.044375,NA
"Savelli","0",101023,1249.5,-141,"3","1","LISTA CIVICA: PER IL BENE DI SAVELLI","0",60,0.3543,0.432125,0.12,0.351125,0.5454,0.37225,0.146875,NA,NA,1.291625,NA
"Scandale","0",101024,3176.5,-277,"3","1","LISTA CIVICA: INSIEME PER SCANDALE","0",52,0.523111111111111,0.4235,0.04125,0.324125,0.656777777777778,0.256625,0.189125,NA,0.422888888888889,1.207875,NA
"Strongoli","0",101025,6458,-64,"4","1","PARTITO DEMOCRATICO","0",41,0.5221,0.289125,0.140875,0.457875,0.3311,0.272625,NA,0.247875,0.0869,1.476,NA
"Umbriatico","0",101026,864,-118,"4","1",NA,"0",49,0.555636363636364,0.338,0.0547777777777778,0.236777777777778,0.490818181818182,0.449777777777778,0.0615555555555556,0.402333333333333,0.0954545454545455,2.406,NA
"Verzino","0",101027,1864.5,-221,NA,"1","PARTITO DEMOCRATICO","0",41,0.496,0.349222222222222,0.0995555555555555,0.427111111111111,0.580727272727273,0.522888888888889,0.0596666666666667,0.483,0.110363636363636,0.928777777777778,NA
"Acquaro","0",102001,2282.5,-327,"4","1",NA,"0",38,0.540818181818182,0.364111111111111,0.111555555555556,0.432222222222222,0.356272727272727,NA,NA,NA,NA,NA,NA
"Arena","0",102002,1459.5,-125,"3","1","LISTA CIVICA: INSIEME VERSO IL FUTURO","0",33,0.377090909090909,0.429444444444444,0.123444444444444,0.377444444444444,0.374909090909091,NA,NA,NA,NA,NA,NA
"Capistrano","0",102005,1026,-142,"4","1",NA,"0",26,0.425,0.4225,0.101125,0.269,0.5665,NA,NA,NA,NA,NA,NA
"Dinami","0",102008,2217.5,-415,"3","0",NA,"0",46,0.5796,0.332875,0.089,0.4225,0.379777777777778,NA,NA,NA,NA,NA,NA
"Drapia","0",102009,2060.5,-69,"4","1","LISTA CIVICA: DRAPIA NEL CUORE","0",45,0.646636363636364,0.214333333333333,0.1,0.453444444444444,0.332909090909091,NA,NA,NA,NA,NA,NA
"Fabrizia","0",102010,2227.5,-269,"3","1","LISTA CIVICA: LIBERI E GIOVANI CON FABRIZIA","0",38,0.441545454545455,0.463111111111111,0.102222222222222,0.255333333333333,0.724545454545454,NA,NA,NA,NA,NA,NA
"Filadelfia","0",102011,5403.5,-457,"3","1","PARTITO DEMOCRATICO","0",36,0.534181818181818,0.287555555555556,0.139777777777778,0.390666666666667,0.552909090909091,NA,NA,NA,NA,NA,NA
"Filandari","0",102012,1831,-26,NA,NA,NA,NA,NA,0.544181818181818,0.321,0.128888888888889,0.380333333333333,0.475181818181818,NA,NA,NA,NA,NA,NA
"Filogaso","0",102013,1414,-60,"4","1",NA,"0",33,0.507545454545455,0.393444444444444,0.0933333333333333,0.376444444444444,0.599363636363636,NA,NA,NA,NA,NA,NA
"Francavilla angitola","0",102014,1923.5,-109,"4","1",NA,"0",40,0.521272727272727,0.322222222222222,0.0996666666666667,0.366111111111111,0.592727272727273,NA,NA,NA,NA,NA,NA
"Francica","0",102015,1653,-18,NA,"1",NA,"0",59,0.576727272727273,0.278444444444444,0.141222222222222,0.504333333333333,0.424,NA,NA,NA,NA,NA,NA
"Gerocarne","0",102016,2223,-298,"3","1","LISTA CIVICA: CAMBIARE INSIEME","0",35,NA,0.365222222222222,0.0884444444444445,0.371888888888889,0.458181818181818,NA,NA,NA,NA,NA,NA
"Limbadi","0",102019,3455.5,-91,"3","1","LISTA CIVICA: COSTRUIAMO IL SUO FUTURO","0",70,0.600545454545455,0.295444444444444,0.0987777777777778,0.520222222222222,0.356,NA,NA,NA,NA,NA,NA
"Alcamo","0",81001,45253.5,-123,"4","1",NA,"0",33,0.467272727272727,NA,0.111222222222222,0.433222222222222,0.443,0.446222222222222,0,0.435111111111111,0.0219090909090909,1.01866666666667,0.749909090909091
"Buseto palizzolo","0",81002,2943.5,-161,"3","1","LISTA CIVICA","0",61,0.468636363636364,0.483,0.0788888888888889,0.316555555555556,0.554545454545455,0.428444444444444,NA,0.402666666666667,0.159181818181818,1.08477777777778,0.626
"Calatafimi-segesta","0",81003,6698,-454,NA,NA,NA,NA,NA,0.349454545454545,0.527888888888889,0.128,0.348777777777778,0.407636363636364,0.423555555555556,NA,0.401111111111111,0.0202727272727273,NA,0.672909090909091
"Castellammare del golfo","0",81005,14685,158,"3","1","Lista Civica non pervenuta | PARTITO DEMOCRATICO | LISTA CIVICA","0",68,0.535727272727273,0.435111111111111,0.0504444444444444,0.359888888888889,0.390545454545455,0.383666666666667,0.0182222222222222,NA,0.0404545454545455,0.709666666666667,0.659636363636364
"Custonaci","0",81007,5421.5,71,"4","1",NA,"0",56,0.3748,0.5615,0.1115,0.355875,0.4331,0.45325,0.001625,NA,0.0389,0.823625,NA
"Erice","0",81008,27375,-1190,"3","0","PARTITO DEMOCRATICO | LISTA CIVICA: CIVES PER ERICE TOSCANO SINDACO | LISTA CIVICA: CITTADINI PER ERICE TOSCANO SINDACO | LISTA CIVICA: INSIEME CON GIACOMO TRANCHIDA PER ERICE TOSCANO SINDACO | LISTA CIVICA: DANIELA TOSCANO SINDACO PER ERICE | LISTA CIVICA: ERICE CHE VOGLIAMO TOSCANO SINDACO","0",50,0.6448,0.363,0.0446666666666667,0.445333333333333,0.3116,0.339666666666667,NA,0.316,0.015,NA,0.689
"Favignana","0",81009,4232,138,"3","1","LISTA CIVICA","0",44,0.2859,0.661111111111111,0.0478888888888889,0.242888888888889,0.3181,NA,0.00788888888888889,0.304222222222222,0.0193,1.61277777777778,0.6696
"Gibellina","0",81010,4108,-274,"4","1",NA,"0",57,NA,0.56325,NA,0.251375,0.4404,0.46525,0.01525,0.4335,NA,0.955375,0.6437
"Marsala","0",81011,80634,978,"4","1","PARTITO DEMOCRATICO | LISTA CIVICA: DEMOCRATICI X MARSALA | LISTA CIVICA: UNA VOCE PER MARSALA | PARTITO SOCIALISTA","0",69,0.462727272727273,0.442111111111111,0.101,0.402666666666667,0.394909090909091,NA,0.081,0.339555555555556,NA,1.031,0.705272727272727
"Mazara del vallo","0",81012,50304,574,"3","1",NA,"0",66,0.4752,0.428,0.10525,0.46075,0.3819,0.390625,0,NA,0.041,NA,0.6595
"Paceco","0",81013,11293.5,-315,"4","1","CEN-SIN(LS.CIVICHE) | PARTITO DEMOCRATICO","0",69,0.5273,0.456888888888889,0.03,0.397777777777778,0.4116,NA,0.00611111111111111,0.395111111111111,0.0197,1.074,0.6482
"Pantelleria","0",81014,7495,0,"3","1","LISTA CIVICA","0",53,0.4,0.444,0.128222222222222,0.387666666666667,0.294272727272727,0.271888888888889,0.0112222222222222,0.255777777777778,0.0496363636363636,1.25366666666667,0.537272727272727
"Partanna","0",81015,10533,-602,"3","1",NA,"0",55,0.413363636363636,0.547666666666667,0.0616666666666667,0.302666666666667,0.464818181818182,0.461444444444444,0.0286666666666667,0.450222222222222,0.0274545454545455,0.715777777777778,0.749363636363636
"Poggioreale","0",81016,1498,-66,"3","1","LISTA CIVICA","0",37,0.257454545454545,0.705555555555556,0.0531111111111111,0.200777777777778,0.628363636363636,0.632222222222222,NA,0.619,0.0355454545454545,NA,0.697909090909091
"Salaparuta","0",81017,1676.5,-107,"3","1","LISTA CIVICA","0",60,0.2611,0.703,0.05475,0.2045,0.5853,0.591875,0.014,0.569875,0.0501,0.86125,NA
"Salemi","0",81018,10589,-514,"3","1","PARTITO DEMOCRATICO | UDC | CENTRO","0",37,0.400428571428571,0.535666666666667,0.0696666666666667,0.3075,0.417,0.433166666666667,0,0.405333333333333,0.0222857142857143,1.96483333333333,0.590857142857143
"Santa ninfa","0",81019,4999,-180,"4","1",NA,"0",54,0.338,0.607444444444444,0.0934444444444444,0.278555555555556,0.516090909090909,0.527111111111111,0.00511111111111111,0.499888888888889,0.0242727272727273,0.732333333333333,NA
"San vito lo capo","0",81020,4576.5,339,"3","1","Lista Civica non pervenuta","0",51,0.610444444444444,0.233142857142857,0.151428571428571,NA,0.305888888888889,0.226428571428571,NA,0.224571428571429,0.0937777777777778,1.14885714285714,NA
"Trapani","0",81021,67736,-2894,NA,NA,NA,NA,NA,0.483636363636364,0.317888888888889,0.212333333333333,0.570222222222222,0.315363636363636,0.307444444444444,0.00711111111111111,0.284666666666667,0.0336363636363636,1.18655555555556,NA
"Valderice","0",81022,11935,56,"4","1","PARTITO DEMOCRATICO | CEN-SIN(LS.CIVICHE) | UDC","0",46,0.6005,NA,0.0646666666666667,0.4815,NA,0.388333333333333,0.000666666666666667,0.393666666666667,0.027375,0.969166666666667,NA
"Vita","0",81023,2038,-200,"4","0","LISTA CIVICA","0",67,0.280666666666667,0.7215,0.049,0.178625,0.454222222222222,0.473125,0.02225,0.440375,0.0296666666666667,1.716875,NA
"Petrosino","0",81024,7932,302,"4","1","LISTA CIVICA: GIACALONE SINDACO CAMBIA PETROSINO","0",47,0.509,0.445222222222222,0.0792222222222222,0.299777777777778,0.889636363636364,0.433,0.285333333333333,NA,NA,0.546222222222222,0.710454545454545
"Alia","0",82001,3648.5,-303,"4","1","LISTA CIVICA: RIALZIAMO ALIA - FELICE GUGLIELMO SINDACO","0",60,0.332272727272727,0.648333333333333,0.0417777777777778,0.199111111111111,0.817636363636364,0.495,0.199222222222222,0.475222222222222,0.345181818181818,0.896888888888889,0.770818181818182
"Alimena","0",82002,2026,-236,"4","1","LISTA CIVICA","0",63,0.339818181818182,0.673444444444444,0.031,0.236888888888889,0.416,0.392888888888889,NA,0.374111111111111,0.0610909090909091,0.965777777777778,0.731909090909091
"Aliminusa","0",82003,1220.5,-137,"4","1","LISTA CIVICA: INSIEME PER ALIMINUSA","0",41,0.219875,0.732,0.041375,0.17275,0.969625,0.570875,0.214875,0.5535,0.415875,0.752125,0.810125
"Altavilla milicia","0",82004,7888.5,907,"4","1","LISTA CIVICA: IO AMO ALTAVILLA","0",48,0.621363636363636,0.337111111111111,0.0464444444444444,0.524,0.337818181818182,0.369555555555556,0,0.334666666666667,0.016,1.46677777777778,0.762454545454545
"Altofonte","0",82005,10140.5,-343,"3","0",NA,"0",40,NA,0.441222222222222,0.135111111111111,0.407,0.379545454545455,0.379777777777778,0.00555555555555556,0.354111111111111,0.0328181818181818,0.822777777777778,0.719636363636364
"Bagheria","0",82006,53949.5,-471,NA,"1",NA,"0",31,NA,0.454833333333333,0.0581666666666667,NA,0.805142857142857,0.388333333333333,0.258,0.375833333333333,0.430857142857143,0.794833333333333,0.712428571428571
"Balestrate","0",82007,6377.5,-31,"3","1",NA,"0",35,0.479818181818182,0.477888888888889,0.0521111111111111,0.324111111111111,0.708454545454545,0.422666666666667,0.189333333333333,0.404222222222222,0.310181818181818,0.808777777777778,0.660909090909091
"Baucina","0",82008,1962,-90,"3","1",NA,"0",56,0.37775,0.557166666666667,0.0616666666666667,0.231166666666667,0.6025,0.434166666666667,0.1115,0.448166666666667,0.169125,0.5725,0.61525
"Bisacquino","0",82010,4588.5,-449,"4","1","LISTA CIVICA: IN GRADO DI ANDARE OLTRE ... PER BISACQUINO","0",42,0.3411,0.496125,0.13225,0.3605,0.5032,0.457,0.040375,0.43125,0.0818,0.961375,0.7232
"Bompietro","0",82012,1387,-176,"3","1",NA,"0",71,0.365555555555556,0.687571428571429,0.0308571428571429,0.211714285714286,0.676111111111111,0.483428571428571,0.0367142857142857,0.617142857142857,0.0878888888888889,0.833857142857143,0.744222222222222
"Caccamo","0",82014,8184.5,-215,"4","1",NA,"0",71,0.427166666666667,0.517,0.04,NA,0.889666666666667,0.4515,0.203166666666667,0.4565,0.433666666666667,0.7035,0.621833333333333
"Caltavuturo","0",82015,4003.5,-317,"3","1",NA,"0",61,0.2366,0.589625,0.124,0.2555,0.7031,0.45075,0.196875,0.43925,0.2644,0.72625,0.6825
"Campofelice di fitalia","0",82016,508.5,-71,"3","1",NA,"0",44,0.341181818181818,0.607555555555556,0.0757777777777778,0.283555555555556,0.418818181818182,0.380555555555556,0.00511111111111111,0.348888888888889,0.0548181818181818,1.09488888888889,0.703363636363636
"Campofelice di roccella","0",82017,7222,596,"3","1",NA,"0",53,NA,0.277222222222222,0.0692222222222222,0.475777777777778,0.4633,0.331555555555556,0.0973333333333333,0.313888888888889,0.136909090909091,0.818888888888889,0.5555
"Campofiorito","0",82018,1283,-90,"3","1",NA,"0",43,0.288,0.680333333333333,0.0468888888888889,NA,0.521636363636364,NA,NA,0.504666666666667,0.0326363636363636,1.04377777777778,0.633090909090909
"Camporeale","0",82019,3291.5,-301,"3","1",NA,"0",52,0.124,0.7675,0.067,0.135,0.5225,0.513,0.0665,0.4715,0.051,1.171,0.509
"Capaci","0",82020,11289,518,"4","1","LISTA CIVICA","0",52,0.390454545454545,0.383444444444444,0.209,0.479444444444444,0.416181818181818,0.364333333333333,0.0365555555555556,0.340888888888889,0.0692727272727273,1.39833333333333,NA
"Castelbuono","0",82022,8870.5,-563,"3","1","LISTA CIVICA: DEMOCRATICI PER CASTELBUONO - MARIO CICERO SINDACO","0",55,0.3981,0.502666666666667,0.0928888888888889,0.362333333333333,NA,0.459444444444444,0.0277777777777778,0.417,0.0363,0.673111111111111,0.7184
"Castellana sicula","0",82024,3395.5,-297,"3","1",NA,"0",49,0.300909090909091,0.594777777777778,0.0947777777777778,0.277111111111111,0.591272727272727,0.429777777777778,0.119777777777778,0.412888888888889,0.178909090909091,0.500777777777778,0.733727272727273
"Castronovo di sicilia","0",82025,3080.5,-213,"4","1","LISTA CIVICA","0",42,0.262571428571429,0.5776,0.1118,0.2168,0.711571428571429,0.4386,0.1238,0.3932,0.331857142857143,NA,0.698428571428571
"Chiusa sclafani","0",82029,2841,-234,"4","1",NA,"0",51,0.361363636363636,0.615666666666667,0.0376666666666667,0.260555555555556,NA,0.573777777777778,0.0224444444444444,0.547111111111111,0.0356363636363636,1.21988888888889,0.668454545454545
"Ciminna","0",82030,3711,-260,"3","1","LISTA CIVICA: CIMINNA INNANZI TUTTO - VITO FILIPPO BARONE SINDACO","0",57,0.365363636363636,0.535444444444445,0.119,0.369888888888889,0.423636363636364,0.438555555555556,0,0.411222222222222,0.0212727272727273,0.916555555555556,0.723272727272727
"Cinisi","0",82031,11997,-116,"4","1","LISTA CIVICA | Colore Politico non pervenuto","0",45,0.446545454545455,0.378444444444444,0.136444444444444,0.465444444444444,NA,0.416666666666667,0.0418888888888889,0.400333333333333,0.0655454545454545,0.581333333333333,0.731272727272727
"Collesano","0",82032,3991,-162,NA,NA,NA,NA,NA,0.366272727272727,NA,0.112888888888889,0.343333333333333,NA,0.443222222222222,0.107,0.423111111111111,0.187909090909091,0.582333333333333,0.797909090909091
"Contessa entellina","0",82033,1759,-202,"4","1",NA,"0",42,NA,0.570777777777778,0.106666666666667,0.263333333333333,0.436818181818182,0.415222222222222,0.0384444444444444,NA,0.0370909090909091,1.07311111111111,NA
"Corleone","0",82034,11110,-336,NA,NA,NA,NA,NA,0.404909090909091,0.570333333333333,0.0454444444444444,0.260666666666667,0.575,NA,0.0773333333333333,0.409555555555556,0.163181818181818,1.79377777777778,0.589909090909091
"Gangi","0",82036,6818,-460,"4","1",NA,"0",53,0.364818181818182,0.515666666666667,0.141333333333333,NA,0.449727272727273,0.454777777777778,NA,0.417,0.0300909090909091,0.627333333333333,0.744181818181818
